key_mlbam,name
569903,William Goffena
569904,Tom Goffena
569905,Paul Gogo
569906,Ken Gohmann
569908,Brett Gold
569913,Lonnie Goldberg
569917,Larry Goldetsky
569919,Edward Goldstone
569920,Burk Goldthorn
569927,Steve Gomez
569929,Doug Gonring
569930,Larry Gonsalves
569932,Bob Gonsoulin
569933,Gary Gonzales
569938,John Gonzales
569939,Pete Gonzales
569947,Joe Gonzalez
569948,John Gonzalez
569949,Michael Gonzalez
569953,Craig Good
569955,Wesley Goodale
569960,Marc Wolever
569962,Don Thomas
569967,Joseph Miller
569972,Randy Toogood
569974,Jeff Beck
569975,Walter Beede
569977,Steve Benson
569978,Rusty Uresti
569985,William Butler
569987,Victor Sanchez
569988,Allen Carden
569989,Tom Chamberlain
569991,Alan Cartwright
569995,John Caruso
569996,Doug Carvalho
570001,Roberto Casasnovas
570003,William Case
570005,Tom Changnon
570006,Kyle Channing
570007,Pat Casey
570008,Douglas Cash
570009,Mike Cash
570010,Preston Cash
570012,Michael Casha
570016,Lawrence Chapman
570018,Roy Caso
570021,Robert Cassady
570029,Ray Castaldi
570030,Gerald Castaldo
570037,Ben Castillo
570045,Steve Castleberry
570046,Randy Checkos
570048,Trey Cheek
570053,Dan Cataline
570062,James Cherwa
570063,Ron Chesebro
570068,Troy Chestnut
570069,Bruce Cease
570073,Chip Childress
570078,Mike Cerefin
570080,Greg Chinn
570082,Stephen Chipp
570087,Milo Choate
570089,Chaeho Chong
570093,Randy Taylor
570094,John Miller
570095,Joseph Thompson
570098,Jack Del Rio
570101,Joe Farmer
570105,Max Floyd
570109,Mike Heinitz
570110,Gary Heien
570112,Bobby Height
570113,Charles Heil
570114,Todd Heimer
570115,Harvey Heise
570116,Bruce Heiser
570119,Bruce Henderson
570120,Eldgre Huddleston
570121,James Hudson
570122,Aaron Hudson
570124,Jeff Jacobson
570127,Roy Johnson
570131,Craig Koslowski
570133,Steve Marsden
570134,Dewayne Martin
570135,Kenneth McCary
570138,Eric Monson
570141,Buzz Patterson
570142,Ronnie Pearce
570143,Amin Acosta
570144,Yafistel Roja
570145,Ismael Guillón
570146,Brayan Arias
570147,Ariel Baez
570148,Sammy Diaz
570149,Curtney Doran
570151,Francisco Williams
570208,Matt Oye
570228,Luis Villegas
570229,Jose Arias
570230,Sergio Zorrillo
570231,Arlett Mavare
570232,Oswaldo Pirela
570233,Frank Batista
570234,Xavier Batista
570235,Darlin Castro
570236,Yonan Fuenmayor
570237,Jasly Gonzalez
570238,Eric Martinez
570239,Amaury Paulino
570240,Félix Peña
570241,Jesus Rodriguez
570242,Melvin Rosa
570243,Yilver Sanchez
570244,Richard Leyba
570245,Hector Suarez
570246,Francisco Turbi
570247,Roberto Vargas
570249,Samuel Gonzalez
570250,Ricky Perez
570252,Martires Cadet
570253,Luis Guillermo
570254,Gavi Nivar
570255,Clario Perez
570256,Gregory Polanco
570257,Joely Rodríguez
570258,Luis Beltre
570259,Sadid Pontier
570260,Rafael De La Cruz
570262,Francisco Dicen
570263,Yari Sosa
570264,Eladio Berroa
570265,Edwin Esquea
570266,Nevri Jimenez
570267,Domingo Santana
570268,Estarlin Martinez
570269,Jean Corpas
570270,Miguel Del Castillo
570271,Carlos Torres
570272,Ariel Familia
570274,Adan Velazquez
570275,Rudi Andujar
570316,Willengton Cruz
570477,Jadel Mendez
570478,Jack Avila
570479,Alex Monsalve
570480,Wuali Bryan
570481,Erik González
570482,Gio Urshela
570483,Dioris Robles
570484,Aderlin Tejeda
570485,Orlando Pereira
570487,Isaias Encarnacion
570488,Phillips Valdéz
570489,Arismendy Alcántara
570490,Yohan Astacio
570491,Luis Castillo
570492,Carlos Del Carmen
570493,Gregori Gonzalez
570494,Enriquez Pacheco
570495,Jefry Robles
570496,Wuilmer Ramirez
570497,Rolando Cariel
570498,Willy Paulino
570499,Antonio Encarnacion
570500,Alvido Jimenez
570501,Carlos Garcia
570502,Loiger Padron
570503,Ramon Hurtado
570504,Alving Mejias
570505,Rodrigo Elizondo
570506,Manuel Montilla
570507,Elvin Ortiz
570508,Raul Pena
570509,Waler Sanchez
570510,Genezaret Pena
570511,Albert Robles
570512,Deuris Severino
570553,Joel Altagracia
570554,Rafael Disla
570555,Carlos Henry
570556,Luis Echezuria
570557,Wilson Soriano
570558,Darwin Matos
570559,Julian Yan
570560,Yolmer Sánchez
570562,Juan Ramirez
570563,Edgar De La Rosa
570565,Ramon Franco
570566,Gregory Morillo
570567,Ronald Galindez
570608,William Moreno
570610,Ponciano Flores
570611,Javier Azcona
570612,Jhimmy Lopez
570613,Lorgi Pineda
570614,Carlos Sanchez
570615,Steven Moya
570616,Junior Arias
570617,Cesar Caceres
570618,Orlando Chiquin
570619,Luis Lora
570620,Ivan Zavala
570621,Noel Acevedo
570622,Jose Marmolejo
570624,Junior Morillo
570625,Moises Tamarez
570626,Jose Capellan
570627,Jose Ramirez
570628,Arismendy Ozoria
570629,Jorky Infante
570630,Michael Joseph
570631,Ramon Del Orbe
570632,José Ureña
570633,Jaby Baez
570634,Helpi Reyes
570635,Joel Jimenez
570636,Mayobanex Soto
570637,Yeison Hernandez
570638,Pedro Mendoza
570639,Yefri Pérez
570640,Felix Munoz
570641,Luis Ortiz
570642,Frankelis Diaz
570643,Luis Guzman
570644,Victor Penalo
570645,Sergio Rosario
570647,Jorge Soto
570648,Angelo Velasquez
570649,Yordano Ventura
570650,Moises Gomez
570651,Carlos Garcia
570652,Jeifrich Garcia
570653,Rafael Lugo
570654,Daniel Mateo
570655,Pedro Nivar
570656,Ramon Santos
570657,Jose Acosta
570658,Martires Arias
570659,Pedro De Los Santos
570660,Dawrin Frias
570661,Adalberto Lopez
570662,Flabio Ortega
570663,Hansel Robles
570664,Carlos Vazquez
570665,Wandel Avila
570666,Luis Cessa
570667,Daniel De Leon
570668,Edwin Barrera
570669,Thomas De Wolf
570670,Eudy Pina
570671,Marcus Guillen
570672,Gilbert Gomez
570673,Ricardo Arevalo
570674,Frank Frias
570675,Edgar Martinez
570676,Francisco Nunez
570677,Luis Nunez
570678,Wilson Sanchez
570679,Felix Gallardo
570680,Victor Arias
570681,Pedro Estaba
570682,Kelvin Silvania
570683,Ernesto Ciprian
570684,Alexandre De Oliveira
570685,Kelvin Ortiz
570686,Candido Pimentel
570687,Emilio Sepulveda
570688,Romy Jimenez
570689,Wandy Guzman
570690,Danubio Gonzalez
570691,Wander Ramos
570692,Joan Abreu
570693,Luis Chirinos
570694,Jhonatan Javier
570695,Jaime King
570696,Andres Martinez
570697,Eliezer Montano
570698,Ronny Puello
570699,Jose Ramos
570700,Deivy Estrada
570701,Alvaro Blanco
570702,Carlos Ramírez
570703,Franklin Paz
570705,Wilmer Portes
570706,Yeicok Calderon
570707,Edwin Fulgencio
570708,Ericson Leonora
570709,Abraham Ramos
570711,Francisco Duran
570712,Anthony Sanchez
570713,Ravel Santana
570714,César Vargas
570715,Gian Arias
570716,Anderson Feliz
570717,Ramón Flores
570718,Alejandro Montas
570719,Josías Sánchez
570720,Jackson Valera
570721,Yorky Rojas
570722,Jose Castillo
570723,Gabriel Santana
570724,Jose Sayegh
570725,Elihoref Suniaga
570726,Jonesy Zarraga
570727,Dudley Leonora
570728,Nelson Gomez
570729,Henry Gonzalez
570730,Yigui Santana
570731,Jonathan Schoop
570732,Pedro Pérez
570773,Sony Javier
570774,Keury De La Cruz
570775,Oscar Perez
570776,Aly Gonzalez
570777,Jose Jacome
570778,Adderly Rosa
570779,Hector Rodriguez
570780,Bruedlin Suero
570781,Pedro Silvestre
570782,Fredy Gamboa
570783,Ronald Luna
570784,Hector Garcia
570785,Jodaneli Carvajal
570786,Pedro Rodriguez
570787,Jesus Vasquez
570788,Yair Lopez
570789,Felix Bido
570790,Fernando Escarra
570791,Jose Jabalera
570792,Luis Domoromo
570793,Jairo Gomez
570794,Jeury Castillo
570795,Jorge Guzman
570796,Jose Martinez
570797,Jordy Lara
570798,Richard Vargas
570799,Christian Villanueva
570800,Julian Morillo
570801,Eric Canela
570802,Bienvenido Licien
570803,Ronny Gil
570804,Harlington Beltre
570805,Oscar Taveras
570806,Miguel Guzman
570807,Luis Perez
570808,Jose Pena
570809,Victor Encarnacion
570810,Lisalverto Bonilla
570811,Jorge Lorenzo
570812,Joan Pascual
570813,George Ramirez
570814,Camilo Santana
570815,Adrian Sierra
570816,Jose Vasquez
570817,Felix Marine
570818,Yeisson Morales
570819,Jorge Castillo
570820,Lissander Mejia
570821,Joan Jimenez
570822,Julio Perez
570823,Eliecer Avila
570824,Wilder Aguirre
570825,Jhoanel Jimenez
570826,Angel Heredia
570827,Alberto Valdemora
570828,Dionicio De La Cruz
570829,Jean Ozoria
570830,Carlos Cedeno
570871,Yamal Thomas
570872,Juan Martin
570873,Ariel Soriano
570874,Luis Marte
570875,Waldo Rosario
570877,Santiago Chirino
570878,Roberto Perez
570879,Randol Rojas
570881,John Malkoski
570882,Wilmer Santana
570883,Juan Paniagua
570884,George Mieses
570885,Junior Nunez
570886,Ivan Brea
570887,Miguel Sanchez
570888,Luis Matias
570889,Westlonder Marcelino
570890,Bryan Brito
570891,Hector Jacobo
570892,George Drullard
570908,Amaury Ceren
570909,Marlon Claveria
570910,Francisco Flores
570911,Ulises Gutierrez
570912,Ruben Mejia
570913,Uber Paz
570914,Carlos Pimentel
570915,Eugenio Reyes
570916,Elvin Tavarez
570917,Felix Cabrera
570918,Aaron Sillas
570920,Oriel Caicedo
570921,Eduardo Castillo
570923,Willie Garrison
570924,Berling Cruz
570925,Jose Murillo
570926,Michael Santana
570928,Amable Nin
570929,Ernesto Silva
570930,Hector Herrera
570931,Elvis Familia
570932,Francisco Guzman
570933,Reynaldo Mateo
570936,Carlos Ramirez
570937,Jose Mateo
570938,Robert Morillo
570939,Carlos Oropeza
571029,Danniel Rodriguez
571030,Yunior De La Rosa
571031,Aaron Thompson
571032,Johan Santa
571033,Luis Parra
571034,Jose Ortega
571035,William Cuevas
571036,Eduardo Medina
571037,Luis Mere
571038,Adriano Uribe
571039,Gustavo Parra
571040,Jesus Mejias
571041,Carlos Paez
571049,Jorge DeJesus
571053,Alfredo Acosta
571054,Francisco Taveras
571057,Frank Garcés
571058,Domingo Agusvivas
571059,Angel Tapia
571068,Rosmer Nunez
571069,Alexis Salazar
571070,Alberto Reyes
571071,Leonel Gil
571072,Ramon Taveras
571073,Dreily Guerrero
571074,Luis Diaz
571116,Freidderyx Ramirez
571188,Oscar Bravo
571208,Mike Walsh
571228,Smaily Borges
571229,Darlyn Figueroa
571230,Denis Estrada
571308,Gerson Cuevas
571309,Kelvin Gomez
571328,Jovany Lopez
571329,Jesus Barraza
571388,Derward Ruiz
571408,Alfredo Soto
571428,Frank Abbl
571429,Brian Adams
571431,Matt Adams
571432,Hunter Adkins
571433,Roidany Aguila
571434,Eddie Ahorrio
571437,Aaron Altherr
571438,Julian Alvarez
571439,R. J. Alvarez
571440,Jeff Ames
571441,Steve Ames
571443,Dale Anderson
571444,Eric Anderson
571445,Carson Andrew
571446,Mark Appel
571448,Nolan Arenado
571451,Eric Arnett
571456,Adam Bailey
571457,Luke Bailey
571458,David Baker
571460,Nate Baker
571461,Geoffrey Baldwin
571464,Paul Bargas
571465,Jeremy Barnes
571466,Tucker Barnhart
571467,Steven Baron
571471,Paul Barton
571472,Matt Bashore
571473,Buddy Baumann
571474,DJ Baxendale
571476,Chris Beck
571478,Kyle Bellamy
571479,Andrew Bellatti
571480,Justin Bellez
571481,Kyle Bellows
571483,Gus Benusa
571484,Jon Berger
571485,Bryan Berglund
571488,David Berner
571490,Thomas Berryhill
571492,Patrick Biondi
571493,John Bivens
571494,Danny Black
571496,Shawn Blackwell
571498,Nicolas Blanco
571499,Mike Blanke
571500,Bryan Blough
571503,Ryan Bollinger
571504,Joe Bonadonna
571506,Justin Bour
571507,Marc Bourgeois
571510,Matt Boyd
571511,Brett Brach
571512,Matt Branham
571513,Jason Braun
571514,Tim Brechbuehler
571520,Gavin Brooks
571521,Rex Brothers
571523,Blake Brown
571524,Tony Bryant
571526,Ryan Buch
571527,David Buchanan
571529,Alex Burg
571530,Chase Burnette
571531,Sergio Burruel
571532,Garrett Bush
571533,Tanner Bushue
571537,Keith Campbell
571538,Danny Canela
571539,Matt Carasiti
571540,Dustin Carder
571541,Ben Carlson
571543,Willie Carmona
571544,Andrew Carraway
571545,Antonio Carrillo
571547,Jarrett Casey
571549,Erik Castro
571551,Ryan Cavan
571552,Brian Cavazos-Galvez
571553,Darrell Ceciliani
571554,Josh Cephas
571555,Matthew Cerione
571557,Mariel Checo
571559,Chase Childers
571560,T. J. Chism
571561,Tony Cingrani
571562,Luis Cintron
571563,Michael Clark
571565,Mitch Clarke
571567,Cameron Coffey
571568,Gabe Cohen
571571,Justin Collop
571572,Joe Colón
571573,Brody Colvin
571575,Jordan Cooper
571576,Patrick Cooper
571577,Scott Copeland
571578,Patrick Corbin
571579,Edgar Corcino
571580,Dale Cornstubble
571581,Ben Cornwell
571584,Caleb Cotham
571585,Jamaine Cotton
571586,Chris Court
571587,Kevin Couture
571588,Tim Crabbe
571590,Daniel Cropper
571593,Ryan Crowley
571594,Ben Crumpton
571595,Noel Cuevas
571596,Tyler Curtis
571597,Brice Cutspec
571599,Jakob Dalfonso
571601,Wes Darvill
571602,Matt Davidson
571604,Clarence Davis
571605,Corey Davis
571606,Shane Davis
571607,Alex De La Cruz
571610,Evan Del Colle
571611,Ray Delphey
571612,Evan DeLuca
571614,Derek Dennis
571616,Matt Dermody
571618,Alexander Diaz
571619,Kenny Diekroeger
571621,Zack Dodson
571622,Brett Doe
571625,Bobby Doran
571626,Nathan Dorris
571627,Zachary Dotson
571628,Aaron Dott
571629,Pat Doyle
571630,Blake Drake
571631,Aaron Dudley
571633,Kelly Dugan
571635,Addison Dunn
571636,Roberto Duran
571637,Zachary Dygert
571638,James Dykstra
571639,Jonathan Dziedzic
571641,Chris Edmondson
571642,Justin Edwards
571644,Dan Eichelberger
571645,Josh Elander
571646,Jake Eliopoulos
571648,E. J. Encinosa
571652,Carlos Escobar
571653,Gerardo Esquivel
571655,Darren Farmer
571656,Buck Farmer
571657,Kyle Farmer
571658,Jeff Farnham
571660,Kenny Faulk
571665,Daniel Fields
571666,Mike Fiers
571667,Scott Firth
571669,Rudy Flores
571670,Dylan Floro
571671,Greg Folgia
571673,Brooklyn Foster
571674,Kaleth Fradera
571676,Seth Frankoff
571677,Matthew Frazer
571679,David Freitas
571680,Cole Frenzel
571681,Rey Fuentes
571682,Shuhei Fujiya
571683,Seth Furmanek
571684,Drew Gagnier
571685,Anthony García
571686,Jon Garcia
571687,Ian Gardeck
571688,Joe Gardner
571690,Forrest Garrett
571691,Nick Gaudi
571692,Wade Gaynor
571693,Jeff Gelalich
571695,Kevin Gelinas
571696,Brad Gemberling
571697,Scooter Gennett
571698,Bryant George
571699,Brett Gerritse
571700,Cameron Giannini
571702,Jeff Gibbs
571704,Ken Giles
571705,Jeremy Gillan
571706,James Gillheeney
571707,Robert Gilliam
571708,Andrew Giobbi
571709,Mike Giovenco
571710,Mychal Givens
571711,Todd Glaesmann
571712,Jeff Glenn
571713,Alex Glenn
571716,Edwin Gomez
571717,Joshua Goodin
571718,Brian Goodwin
571719,Darin Gorski
571720,Corey Goudeau
571721,Matthew Graham
571722,Cameron Greathouse
571723,Micah Green
571724,Chase Greene
571726,Steve Grife
571727,Scott Griggs
571729,Jerad Grundy
571732,Mark Haddow
571733,Sean Hagan
571734,Jason Hagerty
571735,David Hale
571736,Brooks Hall
571737,Michael Hamann
571738,Miles Hamblin
571740,Billy Hamilton
571741,Cory Hamilton
571742,Ryan Hander
571745,Mitch Haniger
571746,Kyle Hansen
571747,Mark Hardy
571749,Devin Harris
571750,Andrew Harrison
571751,Jordan Harrison
571752,Seth Harvey
571754,Blake Hauser
571755,Brandon Haveman
571757,Jeremy Hazelbaker
571758,Miles Head
571760,Andrew Heaney
571761,Slade Heathcott
571762,Kyle Heckathorn
571764,Robby Hefflinger
571765,Matt Heidenreich
571766,Michael Heller
571767,Jabari Henry
571768,Jordan Henry
571770,Randy Henry
571771,Enrique Hernández
571772,Hector Hernandez
571773,Tyler Herr
571775,Kevan Hess
571776,Kurt Heyer
571777,Jarrett Higgins
571779,Matt Hill
571782,Andy Hillis
571784,Matt Hobgood
571785,K. C. Hobson
571786,Mario Hollands
571787,David Holmberg
571788,Brock Holt
571791,Kyle Hooper
571792,Matthew Hopps
571794,Kyrell Hudson
571796,Joseph Hughes
571797,Jeff Hunt
571798,David Hurlbut
571800,Drew Hutchison
571801,Nate Hyatt
571803,Steven Inch
571804,Brett Jackson
571806,Brandon Jacobs
571807,Kevin James
571808,Justin Jamison
571812,Kyle Jensen
571813,Jordan John
571814,Addison Johnson
571816,Chase Johnson
571819,Jake Johnson
571820,Jay Johnson
571821,Kevin Johnson
571822,Michael Johnson
571823,Sean Johnson
571824,James Jones
571825,James Jones
571826,Justin Jones
571827,Mycal Jones
571828,Ryan Jones
571830,Tommy Joseph
571831,Brandon Josselyn
571832,Tyler Joyner
571833,Jon Karcich
571834,Brandon Kaye
571835,Danny Keefe
571836,Tyler Kehrer
571837,Blake Keitzman
571838,Scott Kelley
571840,Mark Kelly
571841,Ty Kelly
571842,Brian Kemp
571844,Catlan Kendrick
571845,Bruce Kern
571847,Chad Kettler
571849,Brent Keys
571850,Sam Kidd
571851,Spencer Kieboom
571852,David Kington
571853,Austin Kirk
571854,Nick Kirk
571855,Piikea-Jiro Kitamura
571857,Colin Kleven
571858,Branden Kline
571859,Derek Kline
571860,James Klocke
571861,Kyle Knudson
571862,Jeff Kobernus
571863,Matt Koch
571866,Kendall Korbal
571867,Jonathan Kountis
571868,Marc Krauss
571869,Jordan Kreke
571870,Taylor Krick
571871,Ian Krol
571873,Lucas La Point
571875,Jake Lamb
571876,Mark Lamm
571878,Kevin Landry
571879,Braxton Lane
571880,Matt Laney
571882,Derek Law
571883,Dustin Lawley
571884,Brett Lee
571885,Andrew Leer
571886,Matt Leonard
571887,Jon Leroux
571890,Joe Lewis
571892,Joshua Leyland
571893,Adam Liberatore
571896,Matt Lollis
571897,Justin Long
571898,Nate Long
571900,Jeff Lorick
571901,Aaron Loup
571905,Paul Luquette
571906,Craige Lyerly
571908,Thomas Mackoul
571910,Andrew Madrigal
571911,Damien Magnifico
571912,Luke Maile
571917,Parker Markel
571918,Deven Marrero
571919,Cody Martin
571920,Brandon Martinez
571921,Chris Masters
571922,Tobin Mateychick
571923,Ryan Mathews
571924,Kent Matthes
571926,Scott Matyas
571927,Steven Matz
571928,Brandon May
571929,Brennan May
571931,Nick McBride
571936,Chris McKenzie
571938,Chandler McLaren
571939,Trey McNutt
571940,Blake Mechaw
571941,Chris Mederos
571943,Patrick Merkling
571945,Miles Mikolas
571946,Shelby Miller
571948,Hoby Milner
571949,Matt Milroy
571950,John Mincone
571951,Bryan Mitchell
571953,Cameron Monger
571954,Michael Monster
571955,Bret Montgomery
571956,Matt Montgomery
571957,Stephen Montgomery
571960,Max Morales
571963,A. J. Morris
571964,Jacob Morris
571965,Michael Morrison
571969,Conor Mullee
571970,Max Muncy
571971,Luis Munoz
571972,Buddy Munroe
571973,Alex Muren
571974,J. R. Murphy
571975,Jack Murphy
571976,Wil Myers
571977,Matthew Nadolski
571979,Matt Nandin
571980,Tyler Naquin
571981,Telvin Nash
571982,James Needy
571983,Phil Negus
571985,Cole Nelson
571987,Adam Nelubowich
571988,Mike Nesseth
571990,Zach Nuding
571991,Keifer Nuncio
571992,Wander Nunez
571993,Chris Nunn
571994,T. J. Oakes
571995,Sean Ochinko
571997,Randolph Oduber
572000,Mike Ohlman
572001,Mike Ojala
572003,Ryan Ortiz
572004,David Otterman
572007,Arthur Owens
572008,Chris Owings
572010,Daniel Palo
572011,Ryan Palsha
572012,Jonathan Paquet
572013,Stephen Parker
572014,Reynolds Parthemore
572015,Jacob Partridge
572016,Mitch Patito
572017,Red Patterson
572019,Ben Paulsen
572020,James Paxton
572021,James Pazos
572022,Tom Peale
572024,Brian Pearl
572025,Miguel Pena
572026,Robbie Penny
572027,Roberto Perez
572028,Stephen Perez
572030,Trevor Petersen
572031,Max Peterson
572032,Brandon Petite
572033,Josh Phegley
572034,Dane Phillips
572035,Bennett Pickar
572036,Andrew Pierce
572037,John Pilkington
572038,Branden Pinder
572039,Stephen Piscotty
572040,Ryan Platt
572041,AJ Pollock
572042,Tanner Poppe
572043,Evan Porter
572044,Brooks Pounders
572045,Christian Powell
572046,Connor Powers
572048,Robby Price
572053,Hector Rabago
572054,Hudson Randall
572055,Joe Rapp
572056,Michael Ratterree
572058,Nate Reed
572062,David Renfroe
572063,Michael Revell
572064,Jorge Reyes
572065,Marcos Reyna
572066,Dan Reynolds
572069,Myrio Richard
572070,Garrett Richards
572071,Stephen Richards
572072,Ronnie Richardson
572073,Joey Rickard
572075,Devyn Rivera
572076,Jose Rivera
572077,Raul Rivera
572078,James Robbins
572079,Tyler Roberts
572080,Montreal Robertson
572082,Andrew Robinson
572084,Ryan Robowski
572085,Michael Rockett
572086,Brady Rodgers
572088,Jonathan Rodríguez
572089,Paco Rodríguez
572090,Chad Rogers
572091,Taylor Rogers
572092,Franklin Romero
572094,Martin Rosario
572095,Daniel Rosenbaum
572096,Trevor Rosenthal
572097,Andrew Ruck
572098,Charles Ruiz
572099,Tanner Rust
572100,Lex Rutledge
572101,Ryan Sadler
572102,Keyvius Sampson
572106,Ronald Sanchez
572107,Joseph Sanders
572108,Ryan Sasaki
572109,Andrew Sauter
572114,Ryan Schimpf
572115,Kurt Schluter
572116,Jacob Schmidt
572118,Joey Schoenfeld
572119,Patrick Schuster
572120,Seth Schwindenhammer
572122,Kyle Seager
572123,Diego Seastrunk
572124,Christopher Sedon
572125,Sam Selman
572126,Tarran Senay
572127,Jose Sermo
572128,Richie Shaffer
572132,Dan Sheppard
572135,Ruben Sierra
572136,Juan Silva
572137,Crawford Simmons
572138,Jon Singleton
572140,Tyler Skaggs
572141,Brian Slover
572142,Travis Smink
572143,Burch Smith
572144,Eric Smith
572145,Jacob Smith
572146,Justin Smith
572147,Kyle Smith
572148,Kyle Smith
572149,Matt Smith
572151,Slade Smith
572152,Paul Smyth
572154,Angelo Songco
572155,Sam Spangler
572158,Blair Springfield
572159,Brian Stamps
572160,Brady Steiger
572162,Trent Stevenson
572163,Ethan Stewart
572164,Cody Stiles
572165,Brad Stillings
572166,John Stilson
572167,Richard Stock
572168,Jason Stoffel
572169,James Stokes
572170,Graham Stoneburner
572171,Sequoyah Stonecipher
572172,Seth Streich
572173,Brian Streilein
572174,Sam Strickland
572175,Michael Strong
572176,Paul Strong
572177,Nick Struck
572178,Tyler Stubblefield
572179,Jerry Sullivan
572180,Andrew Susac
572182,Darnell Sweeney
572183,Matt Swilley
572185,Donnie Tabb
572187,Joseph Talerico
572188,William Tart
572189,Daniel Taylor
572190,Matt Taylor
572191,Michael Taylor
572192,Dan Tenholder
572193,Ryan Tepera
572194,Brett Teschner
572195,Ian Texidor
572197,Ben Theriot
572198,Geoffrey Thomas
572199,Ivory Thomas
572200,Brandon Thomas
572202,Chad Thompson
572203,Jason Thompson
572204,Trayce Thompson
572206,Clint Tilford
572207,Nicholas Tindall
572208,Ashur Tolliver
572209,Matthew Tone
572210,Dylan Tonneson
572211,Ben Tootle
572212,Jeff Toth
572213,Tyler Townsend
572214,Ben Tschepikow
572217,Braden Tullis
572218,Daniel Tuttle
572219,Anthony Tzamtzis
572220,Casey Upperman
572221,Josh Urban
572223,Jason Van Skike
572224,Rett Varner
572225,Jan Vázquez
572227,Zach Vincej
572228,Luke Voit
572229,Zack Von Rosenberg
572230,Jamie Walczak
572231,Alan Walden
572233,Christian Walker
572234,Keenyn Walker
572236,Max Walla
572237,Cohl Walla
572238,Jason Walls
572239,Jonathan Walsh
572240,Blair Walters
572241,David Washington
572243,LeVon Washington
572244,Charles Watson
572245,Brenden Webb
572247,Bryce Weidman
572248,Jerome Werniuk
572249,Craig Westcott
572250,Kirk Wetmore
572251,Eric Whaley
572252,Jordan Whatcott
572253,Ryan Wheeler
572254,Tim Wheeler
572257,Rob Whitenack
572258,Jace Whitmer
572260,Brandon Wikoff
572261,Greg Wilborn
572262,Shannon Wilkerson
572263,Dane Williams
572264,Everett Williams
572265,Reggie Williams
572266,Alex Wilson
572267,Brad Wilson
572268,Dillon Wilson
572269,Jake Wilson
572271,Aaron Wirsch
572272,Joe Witkowski
572274,Jordan Wong
572275,Vance Woodruff
572277,Nick Wooley
572278,James Wooster
572279,Adam Worthington
572280,Beau Wright
572282,Rory Young
572283,Madison Younginer
572284,Nelfi Zapata
572286,Timothy Zufall
572287,Mike Zunino
572288,Jason Zylstra
572308,José Valdez
572309,Kendry Flores
572328,Melvin Regalado
572329,Omar Sanchez
572348,Paul Applebee
572349,Jason Bagoly
572350,J. R. Ballinger
572353,Dylan Brown
572355,Richard Calcano
572357,Forest Cannon
572359,Clay Cederquist
572362,Robbie Erlin
572363,Bryan Escanio
572365,Ryan Goins
572368,Tyler Hanks
572369,Cory Harrilchak
572371,Tyler Higgins
572373,Colin Kaepernick
572375,Thomas Keeling
572376,Devan Kline
572383,Brian Moran
572384,Bryce Morrow
572385,Jose Ortiz
572387,Shawn Payne
572388,Jonathan Pokorny
572389,Josh Prince
572391,Victor Roache
572392,Kevin Rodland
572393,Kyle Roller
572395,Brad Schreiber
572397,Kenneth Straus
572398,Jake Sullivan
572400,Chris Tremblay
572403,Drew VerHagen
572404,Kyle Von Tungeln
572405,Jeffery Whitlow
572406,Sam Wolff
572448,Ramon Rodriguez
572449,Antonio Jimenez
572468,Nestor de Leon
572488,Domingo Salas
572508,Johan Jaime
572509,Alexander Sanchez
572569,Delvi Rodriguez
572588,Jorge Gonzalez
572590,Jhonny Polanco
572609,Yancorix Adrian
572668,Ryan Abrahamson
572669,Lane Adams
572670,Chris Ahearn
572671,Alan Ahmady
572672,Brandon Alexander
572673,Kevin Alexander
572674,Asaad Ali
572675,Anthony Aliotti
572676,Scottie Allen
572677,Dominic Altobelli
572678,J. J. Altobelli
572679,Beau Amaral
572680,Robert Amaro
572681,Nick Ammirati
572682,Justin Anderson
572684,Zach Anderson
572685,Mark Angelo
572686,Dan April
572687,Tristan Archer
572688,Kyle Arnsberg
572689,Chase Austin
572690,Juan Avila
572691,Nick Avila
572692,Phil Aviola
572693,Marc Baca
572694,Richard Bain
572695,Harold Baines
572696,Peter Bako
572697,Larry Balkwill
572698,Jeremy Baltz
572699,Phil Bando
572700,Parker Bangs
572701,Stetson Banks
572702,Brandon Bantz
572703,Luke Bard
572704,Alibay Barkley
572705,Sean Barksdale
572706,Colin Bates
572707,Stephen Batts
572708,Claudio Bavera
572709,Jeremiah Bayer
572710,Justin Beal
572711,C. J. Beatty
572712,Ben Bechtol
572713,Ryan Beckman
572714,Vince Belnome
572716,Joey Bergman
572717,Tyler Bernard
572718,Tim Berry
572719,Alex Besaw
572720,Tyler Bighames
572721,Justin Bloxom
572722,Dexter Bobo
572723,Gianison Rosa
572724,Joe Bonfe
572725,David Born
572726,Tyler Bortnick
572727,Joey Bourgeois
572728,Michael Brady
572729,James Brandhorst
572730,Harold Brantley
572731,Aaron Bray
572732,Kyle Breault
572733,Jimmy Brennan
572734,Isaiah Brown
572735,Shane Brown
572736,Mike Brownstein
572737,John Broyles
572738,Stephen Bruno
572739,Brian Budrow
572740,Michael Bugary
572741,Brett Bukvich
572742,Ashley Bulluck
572743,Steve Bumbry
572744,Hiram Burgos
572745,Christopher Burleson
572746,David Burnaman
572747,Paul Burnside
572748,Travis Burnside
572749,Tom Buske
572750,Eddie Butler
572751,Keith Butler
572752,Pat Butler
572753,Evan Button
572754,Daniel Calhoun
572755,Garrett Cannizaro
572756,Tyler Cannon
